58
25
1ITHb,0.000912903,0.011209677,0.00021828,0.003318638,0.013405735,0.004437276,0.003811111,0.005421147,0.002617921,0.008423656,0.024388172,0.003379928,0.012521864,0.022560573,0.004243728,0.006779211,0.013837276,0.008791398,0.0483,0.052978495,0.488155914,0.136346953,0.098323656,0.021297491,0.004318996
1MBAb,0.000459441,0.004673427,0.000216783,0.002088811,0.006162937,0.002430769,0.002107692,0.016174126,0.010632168,0.011897902,0.022874126,0.004723077,0.017709091,0.009472727,0.000975524,0.012438462,0.013823077,0.013444056,0.028915385,0.037723776,0.55467972,0.126053846,0.094365035,0.005337762,0.00062028
2HBGb,0.000815972,0.000983333,0.002220139,0.005863194,0.003229167,0.0038,0.000474306,0.009290278,0.008038194,0.017264583,0.039649306,0.001044444,0.00901875,0.024597917,0.000579167,0.007368056,0.018254167,0.009103472,0.043974306,0.050129861,0.479668056,0.142263194,0.098679861,0.010936111,0.012754167
2LHBb,0.001791781,0.009203425,0.002191781,0.008143151,0.007277397,0.007091096,0.005106164,0.012228082,0.008096575,0.018486301,0.012758219,0.017040411,0.027978082,0.00959589,0.002490411,0.00360411,0.011230822,0.015643836,0.043524658,0.037617808,0.51769863,0.092843151,0.092197945,0.029030137,0.007130137
1ASHb,0.000247917,0.006252083,0.000784722,0.010964583,0.010334028,0.002326389,0.001466667,0.00704375,0.005032639,0.011659722,0.032663889,0.0124,0.019867361,0.017288194,0.005232639,0.004534028,0.022661111,0.013976389,0.013680556,0.045642361,0.563611111,0.112277778,0.076435417,0.003616667,0
1DLWb,0.000832743,0.009528319,0.001352212,0.00520708,0.00780708,0.005841593,0.012204425,0.019228319,0.007869912,0.018237168,0.037107965,0.007764602,0.021632743,0.014938053,0.004980531,0.02759292,0.038243363,0.021309735,0.034389381,0.026856637,0.486439823,0.101634513,0.077523894,0.01009292,0.001384071
1ECAb,0.000383459,0.003520301,0.000357143,0.003011278,0.008131579,0.000176692,0.004556391,0.003845113,0.00331203,0.009182707,0.028743609,0.002796241,0.016818797,0.02822782,0.003991729,0.001344361,0.018478947,0.009588722,0.046115789,0.045357143,0.520604511,0.119554135,0.111378947,0.010509774,1.28E-05
1OMRc,0.002620202,0.015606566,0.00149697,0.009359596,0.001997475,0.002266162,0.026674747,0.012364141,0.026278788,0.008632323,0.048914646,0.009630303,0.034997475,0.040272727,0.015377778,0.009660101,0.02080303,0.036585859,0.036475758,0.024157576,0.417111111,0.110377273,0.07969798,0.006569697,0.002071717
1SRAc,0.007931757,0.015439865,0.002456757,0.012712838,0.013446622,0.013393919,0.008215541,0.021256757,0.011753378,0.009664189,0.060327027,0.000817568,0.020643919,0.007847297,0.011049324,0.009874324,0.032738514,0.057264865,0.034222297,0.049717568,0.369633784,0.121773649,0.082230405,0.016671622,0.008916216
1UHNc,0.01438172,0.014167742,0.001098925,0.010815591,0.002952151,0.006091398,0.018212903,0.007906452,0.025856452,0.015994624,0.052492473,0.017601613,0.011762366,0.024074194,0.021334409,0.008643548,0.008804839,0.065140323,0.037276344,0.038610215,0.373508602,0.132115054,0.088522581,0.002635484,0
2SASc,0.004956044,0.004987363,0.001674725,0.010231868,0.017150549,0.001535165,0.00902033,0.014681868,0.019602198,0.00344011,0.058672527,0.007878571,0.023987912,0.034654396,0.02168956,0.016893956,0.017255495,0.048968132,0.021268132,0.025247253,0.443298352,0.101206044,0.07438022,0.006304945,0.011014286
1CB1c,0.002318667,0.032368,0.001024,0.001597333,0.027273333,0.002466667,0.021250667,0.019104,0.032393333,0.011652,0.045165333,0.004102667,0.015081333,0.083272,0.010325333,0.010924,0.020808,0.049116,0.035904,0.046674667,0.230462667,0.142304,0.120802667,0.031936,0.001673333
1IQ3c,0.012540187,0.007323364,0.002464486,0.009905607,0.003876636,0.010485981,0.009254206,0.010891589,0.025580374,0.011180374,0.032637383,0.019851402,0.047837383,0.0383,0.020927103,0.01328785,0.022880374,0.037337383,0.053153271,0.078065421,0.298386916,0.121824299,0.084991589,0.024633645,0.002383178
1SLJd,0.026764516,0.061643011,0.004868817,0.036190323,0.043213978,0.023675269,0.084560215,0.045065591,0.074390323,0.035983871,0.049726882,0.009804301,0.041188172,0.078683871,0.010676344,0.008643011,0.033026882,0.061531183,0.015521505,0.046716129,0.047053763,0.051550538,0.066972043,0.031607527,0.010941935
1YVCd,0.023186567,0.117034328,0.031995522,0.026943284,0.072644776,0.001667164,0.110902985,0.043562687,0.105716418,0.023738806,0.043832836,0.020104478,0.057320896,0.100101493,0.001795522,0.004502985,0.026232836,0.067935821,0.00091791,0.005486567,0.006320896,0.00438806,0.047053731,0.041034328,0.015579104
1AH9d,0.008620588,0.108104412,0.006614706,0.036075,0.085397059,0.021576471,0.112511765,0.065230882,0.112063235,0.025358824,0.013605882,0.001702941,0.044757353,0.084063235,0.000813235,0.024911765,0.033327941,0.047141176,0.043005882,0.015217647,0.012845588,0.034401471,0.044876471,0.017075,0.000701471
1EOVd,0.007773347,0.093372107,0.00926405,0.024647727,0.051570868,0.025790289,0.049744421,0.041871488,0.048290496,0.028615496,0.039445248,0.014955165,0.02677624,0.061046694,0.008186777,0.00903719,0.02761095,0.030752893,0.018628719,0.017761157,0.241164669,0.055420868,0.048523967,0.016992975,0.002756198
1JT8d,0.011367677,0.092739394,0.005959596,0.049192929,0.064755556,0.02359899,0.044781818,0.032770707,0.099657576,0.009115152,0.034543434,0.017307071,0.053576768,0.029177778,0.006859596,0.009888889,0.040392929,0.044289899,0.020954545,0.046261616,0.076448485,0.069153535,0.054468687,0.050724242,0.012013131
1KRSd,0.021082243,0.1075,0.013201869,0.026856075,0.062957944,0.009071963,0.06628972,0.038568224,0.064259813,0.010196262,0.047896262,0.011980374,0.044636449,0.060111215,0.008914953,0.002937383,0.044311215,0.036891589,0.047133645,0.056591589,0.037765421,0.064575701,0.078816822,0.026780374,0.010672897
1NKGe,0.034767921,0.155095446,0.00941505,0.039707327,0.069214059,0.013026337,0.100614257,0.05794198,0.060776238,0.021833465,0.042898614,0.014610297,0.032813663,0.073550099,0.005113465,0.007608911,0.03278,0.06068495,0.015914059,0.017822574,0.016724356,0.024532277,0.041543168,0.035434455,0.01557703
1PMJe,0.028214286,0.140313187,0.022205495,0.035476374,0.07896044,0.014571429,0.081967033,0.047562637,0.067157143,0.022497253,0.021893407,0.026125824,0.043570879,0.051205495,0.015264835,0.013641758,0.048758242,0.036504945,0.03198022,0.025615385,0.026887912,0.02571044,0.038132967,0.03530989,0.020472527
1ULOe,0.024125503,0.14270604,0.003500671,0.043814094,0.123559732,0.01277047,0.117530872,0.065701342,0.081695973,0.027187248,0.043581879,0.011304027,0.02893557,0.083436242,0.009381879,0.008450336,0.037920805,0.027220805,0.019941611,0.01434094,0.006293289,0.008224832,0.015495973,0.033495973,0.009383893
1GUIe,0.017969079,0.156196711,0.018019737,0.040240132,0.110341447,0.018221711,0.099105921,0.054738816,0.074499342,0.029934868,0.029291447,0.016097368,0.038880263,0.084186842,0.016707237,0.002559868,0.037673026,0.019341447,0.022544079,0.017477632,0.017982237,0.018930921,0.020274342,0.033305263,0.005480263
1I5Pe,0.023074762,0.086283651,0.010325397,0.028399048,0.045575397,0.010053175,0.061299206,0.048663968,0.051921746,0.019798413,0.028259683,0.00891,0.036767619,0.042013968,0.003525556,0.007495238,0.035816349,0.030183333,0.020183651,0.026726667,0.232539206,0.058789524,0.047253492,0.025874921,0.010266032
1K45e,0.034528485,0.128073333,0.021112727,0.05247697,0.091348485,0.012433333,0.1,0.03077697,0.07592303,0.032186667,0.041798182,0.011678182,0.041715152,0.0874,0.00641697,0.006518788,0.041786061,0.036729697,0.025713939,0.017041818,0.010041818,0.022425455,0.041926061,0.029633333,0.000314545
1PE4f,0.008248438,0.081667188,0.007315625,0.005784375,0.022379688,0.000840625,0.028414063,0.069507813,0.045710938,0.012789063,0.06878125,0.0073125,0.070245313,0.105623438,0.001923438,0.020753125,0.063685938,0.054790625,0.090098438,0.030010938,0.011245313,0.05145625,0.094295313,0.041404688,0.005715625
1SEGf,0.017839344,0.076506557,0.029360656,0.042409836,0.094437705,0.052467213,0.057008197,0.094327869,0.061545902,0.021985246,0.038918033,0.001429508,0.002067213,0.047019672,0.00072623,0.01592623,0.042714754,0.028740984,1.64E-06,0.003416393,0.147316393,0.033131148,0.016096721,0.05827541,0.016331148
1BCGf,0.022561972,0.077035211,0.006712676,0.044111268,0.046047887,0.024171831,0.027340845,0.061016901,0.065476056,0.022864789,0.044676056,0.001940845,0.014776056,0.06541831,0.014083099,0.012749296,0.031202817,0.025585915,0.009991549,0.018314085,0.133925352,0.046964789,0.073523944,0.094732394,0.014776056
1GPTf,0.003795455,0.188234091,0.005854545,0.008868182,0.023547727,0.000577273,0.056077273,0.051104545,0.050468182,0.031313636,0.026988636,0.021913636,0.039197727,0.050261364,0.000672727,0.030129545,0.026131818,0.058954545,0.018109091,0.037052273,0.151259091,0.077886364,0.031602273,0.004077273,0.005922727
1I2Uf,0.009231707,0.110021951,0.001604878,0.003760976,0.014929268,0.001385366,0.089087805,0.052536585,0.05242439,0.019270732,0.030468293,0.002441463,0.066117073,0.077931707,0.018478049,0.049953659,0.085058537,0.031346341,0.038585366,0.023119512,0.152192683,0.022563415,0.018317073,0.027897561,0.00127561
1JXCf,0.008633846,0.068212308,0.000946154,0.022998462,0.048153846,0.011195385,0.04976,0.018441538,0.048656923,0.011867692,0.041629231,0.020396923,0.055416923,0.079786154,0.024684615,0.00566,0.027344615,0.075478462,0.038015385,0.079766154,0.088664615,0.086350769,0.056333846,0.030473846,0.001132308
1R6Vg,0.02542515,0.085659281,0.017986976,0.044048802,0.049370359,0.021853293,0.067837275,0.056694311,0.057399102,0.024468114,0.036962425,0.015208084,0.044986677,0.047571108,0.013743413,0.014805689,0.04164985,0.050418263,0.019725,0.018068713,0.129787126,0.038617216,0.043988473,0.026970808,0.006754491
2FCBg,0.032087647,0.203293529,0.008338235,0.056479412,0.050781765,0.032261765,0.076781176,0.064782353,0.080570588,0.028282941,0.039895294,0.014487059,0.020737059,0.055345882,0.005794118,0.003148824,0.029930588,0.071103529,0.005294706,0.007821176,0.006568824,0.018013529,0.021734706,0.041802941,0.024662353
1JBJg,0.025514208,0.142234426,0.013440984,0.041697268,0.058285792,0.00668306,0.096106011,0.04408306,0.054584153,0.032127869,0.034008197,0.009053005,0.030287978,0.057783607,0.004221858,0.010436066,0.031880328,0.096461202,0.039597814,0.03507541,0.011937705,0.029914754,0.029812568,0.04399235,0.020780328
1JE6g,0.014618015,0.190472059,0.002451103,0.027966176,0.04609375,0.013019485,0.068633456,0.02084375,0.061522059,0.010451471,0.032734559,0.007676838,0.026865809,0.042583456,0.01315,0.011814338,0.014637132,0.039075,0.014661397,0.015788971,0.195999265,0.040826103,0.041630515,0.031461029,0.015024265
1NCTg,0.019478947,0.256789474,0.004807368,0.022694737,0.080647368,0.001798947,0.135415789,0.012589474,0.051608421,0.002231579,0.041042105,0.004077895,0.042969474,0.108435789,0.013901053,0.012011579,0.007136842,0.046052632,0.015570526,0.018325263,0.002656842,0.024716842,0.035925263,0.033824211,0.005291579
1OLLg,0.031474595,0.201217838,0.007684865,0.065109189,0.04865027,0.017244324,0.115488649,0.071235676,0.057422703,0.015303784,0.039496757,0.018974595,0.028642703,0.072008649,0.004633514,0.00126973,0.0244,0.053752973,0.009739459,0.011656757,0.011731892,0.022662703,0.02236,0.035628649,0.01220973
1Y8Ch,0.022999588,0.152226749,0.004981481,0.023060905,0.046104115,0.010331276,0.055229218,0.021275309,0.026518107,0.021703704,0.029122222,0.01302428,0.036959671,0.048911934,0.007497531,0.011067901,0.032376132,0.036092593,0.01098642,0.021195885,0.231805761,0.04173251,0.047288477,0.033621399,0.013886831
1AF7h,0.011509225,0.067573432,0.012461255,0.020856458,0.024869742,0.011768266,0.033978598,0.029780812,0.029900738,0.028161624,0.038654982,0.026300369,0.026955351,0.040879705,0.006297417,0.006010332,0.033513653,0.036094096,0.021481181,0.033689299,0.287405166,0.084315129,0.054121033,0.029354613,0.004067528
1DUSh,0.020681152,0.08358534,0.004863874,0.031850785,0.053389005,0.007880105,0.070131937,0.022972775,0.045696859,0.030708377,0.032371204,0.009414136,0.035491623,0.07066178,0.009703665,0.006347644,0.02313822,0.029525654,0.035234555,0.020794764,0.177317277,0.061240314,0.068796859,0.034973822,0.013228272
1F3Lh,0.02531478,0.097742453,0.01370566,0.036716038,0.037639937,0.009111321,0.085408491,0.02386195,0.047185535,0.021722956,0.025362893,0.016921384,0.040645597,0.048773899,0.01316195,0.008484591,0.027756604,0.047245912,0.01923805,0.026574528,0.17030566,0.054906918,0.06365566,0.030189308,0.008367925
1Y8Ch,0.022999588,0.152226749,0.004981481,0.023060905,0.046104115,0.010331276,0.055229218,0.021275309,0.026518107,0.021703704,0.029122222,0.01302428,0.036959671,0.048911934,0.007497531,0.011067901,0.032376132,0.036092593,0.01098642,0.021195885,0.231805761,0.04173251,0.047288477,0.033621399,0.013886831
1YUBh,0.014282645,0.052123967,0.011178926,0.016260744,0.037934711,0.007089669,0.043634711,0.02377438,0.039000413,0.009073554,0.02710124,0.01171281,0.041389256,0.075414463,0.030993802,0.00493719,0.014507851,0.022825207,0.054252893,0.071291736,0.149685124,0.12928843,0.075250413,0.028554132,0.008441736
1QCXi,0.064028371,0.061489607,0.012955618,0.047539607,0.08265,0.019700562,0.062127809,0.052707303,0.04812191,0.015066292,0.024166573,0.01435927,0.056083708,0.074165449,0.008266854,0.001482584,0.064710674,0.033282584,0.021957584,0.02869691,0.04937191,0.037460674,0.032887079,0.072189326,0.014531742
1RU4i,0.040344332,0.083495466,0.010904534,0.065926196,0.076946348,0.024677078,0.047999244,0.053798237,0.034268766,0.039140554,0.04205995,0.021246599,0.037534509,0.065527204,0.006803275,0.005138539,0.102452393,0.038859194,0.014323678,0.011148111,0.019058942,0.01919471,0.035512343,0.088336776,0.015303023
1VBLi,0.061281598,0.071217676,0.017532446,0.043216949,0.081253511,0.014863196,0.051979661,0.048276998,0.036970702,0.019107022,0.04201477,0.011478935,0.042958838,0.054301453,0.000953511,0.002946005,0.049304116,0.038281114,0.023912591,0.031427603,0.099246005,0.045157385,0.041195642,0.057002179,0.014120097
1BHEi,0.048389008,0.101582306,0.012312064,0.048693298,0.111467828,0.017697051,0.060349062,0.053674531,0.062690349,0.028082306,0.038258177,0.020101877,0.035717962,0.07283378,0.005672118,0.000552815,0.058149598,0.042720375,0.014974799,0.003834048,0.056432708,0.010692761,0.025334316,0.066541823,0.00324504
1EE6i,0.051266495,0.166041237,0.016773711,0.042343814,0.044219072,0.024346907,0.088737629,0.047986598,0.047362371,0.036561856,0.029126289,0.015307216,0.040124742,0.092933505,0.004833505,0.00248866,0.079595361,0.034278866,0.006642268,0.00410567,0.002909278,0.006584536,0.024881443,0.080645876,0.009903093
